Place,City,Lat,Long,Description
Watu Goyang,Yogyakarta,-7.9274086,110.4120586,"Watu Goyang comes from Javanese which means rock swaying.Previously in this place there was a stone at the top that could sway when touched or pushed.The stone has been around since hundreds of years ago.The managers explained that Watu Goyang had never collapsed even though he was tired even on climbing, but the manager forbids the sparrals for visitors who are trying to ride Watu Goyang because it will be very dangerous for safety.The uniqueness of the giant stone is its structure that contains unique bulges.Natural scenery that is still green and Mount Merapi looks very natural, very suitable for visitors to eliminate boredom with daily activities in urban areas.Being at this peak visitors will feel the cool temperature of the air, especially in the morning.And when it is during the day, even though the weather is hot, the gusts of wind that say hello feels fresh and comfortable."
Kampung Wisata Rejowinangun,Yogyakarta,-7.8152776,110.3988359,"Rejowinangun Tourism Village is located in Rejowinangun Village, Kotagede District, Yogyakarta City precisely south of Gembiraloka Zoo.This tourist village has been pioneered since 2010 and with the cooperation of all elements of the community, on October 4, 2013 by the Head of the Yogyakarta City Tourism Office, Rejowinangun Tourism Village was inaugurated.Rejowinangun Village is a village of three villages in Kotagede District, a sub -district in the East Yogyakarta City which is famous for its silver and the former Kingdom of Mataram.Kelurahan Rejowinangun has a lot of potential which if developed will really be very extraordinary, even though now the famous new Gembiraloka Botanical Garden (KRKB) is located in the Rejowinangun Village.With the tourist attractions of the Gembiraloka KRKB in this region, trying to develop the village area with the existing potential so that tourists besides visiting Gembiraloka can stop in this tourist village."
Kauman Pakualaman Yogyakarta,Yogyakarta,-7.8010347,110.3751922,"Pakualaman is a sub -district in the city of Yogyakarta, Yogyakarta Special Province, Indonesia.This sub -district is located between the Code River and the Manunggal River.The name 'Pakualaman' was taken from Puro Paku Alaman, the official residence of Sri Paduka Pakualam which is located right in the middle of this district.Previously, Pakualaman was not part of the city of Yogyakarta, but the City of Pakualaman City, which was removed after the formation of the Yogyakarta City Government in 1947."
Alun-alun Utara Keraton Yogyakarta,Yogyakarta,-7.8038975,110.3644232,The North Square or in Javanese called the Square Lor is one of the Land Mark of the City of Yogyakarta in the form of a field in front of the Yogyakarta Palace.Called Lor Square because in the city of Yogyakarta there are two squares located in the south and north of the Yogyakarta Palace.The square Lor is square with an area of 150 x 150 meters with two large banyan trees fenced in the middle of the square.The two large banyan trees were each named Kyai Dewandaru and Kyai Wijayandaru.In the past around the Lor Square was planted 63 banyan trees symbolizing the age of the Prophet Muhammad.
Pantai Goa Cemara,Yogyakarta,-7.999423,110.248963,"Goa Cemara Beach (Javanese: ꦥꦱꦶꦱꦶꦂ ꦒꦸꦮ ꦕꦺꦩꦫ, Translit. Pasisir Guwa Cemara) is a beach tourist attraction located in Patihan Hamlet, Gadingsari Village, Sanden District, Bantul Regency.Special Region of Yogyakarta.This beach is located precisely side by side with Samas Beach and Pandansari Beach. \ N \ npuran has black sand but soft with waves that are quite large the characteristics of the south coast.This beach is a new development beach where there are many shady shrimp pyphones to form like caves, this is what makes this beach called Goa Cemara.This pine tree aims to protect the abrasion of sea water and hold the sand dune so as not to experience the displacement due to wind."
Blue Lagoon Jogja,Yogyakarta,-7.7044358,110.45026,"Blue Lagoon is one of the Jogja water tours that is already very well known and visited by many tourists from various regions.Many consider that Blue Lagoon as a hidden Jogja tourism paradise.Although the beauty offered by this place is very expensive, but to be able to enjoy it you do not need to spend in.Because the budget to enter this tourist area is not as expensive as in Iceland."
Gumuk Pasir Parangkusumo,Yogyakarta,-8.0173266,110.3180791,"Parangkusumo sand dune (Javanese: ꦒꦸꦩꦸꦏ꧀ ꦥꦱꦶꦂ ꦥꦫꦁ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩ ꦏꦸꦱꦸꦩYogyakarta.This sand dune has a number of features related to the number is only limited in the world. ""Name"" Gumuk ""comes from the Javanese language which means the sand mounds that lay vast.Yogyakarta sand dune is formed from Mount Merapi material which then experiences transportation through the Opak River and the Progo River which is then carried away by the waves and settles on the beach.The material that settles then dries and is carried away by the wind and then flying in land so that it undergoes the process of deposition into sand dune."
Bukit Lintang Sewu,Yogyakarta,-7.9157997,110.4366436,"Bukit Lintang Sewu originated when at night on this hill seen thousands of stars that stretched wide in the sky.In Javanese Bukit Seribu Bintang is Bukit Lintang Sewu (Lintang: Bintang, Sewu: Thousand).The natural scenery that is no less charming makes this Sewu Sky Hill a favorite place for nature lovers.When heading to the hill, visitors will be served with pine trees, but when visitors will be presented with a panorama of the eucalyptus forest which is the uniqueness of this tourist spot.On this eucalyptus tree there is also a bird that crosses the tree.In addition, visitors will also be spoiled with a row of mountains such as Mount Merbabu, Mount Sumbing, Menoreh, and Mount Merapi."
Studio Alam Gamplong,Yogyakarta,-7.8057936,110.2367304,"Gamplong Studio or Gamplong Alam Studio is a tourist spot located in Gamplong Village, Moyudan District, Sleman Regency.The place was originally a place to shoot the film Sultan Agung: Throne, Struggle, Love and Human Earth by Hanung Bramantyo.The place was established on an area of 2.5 hectares.The place was inaugurated by President Joko Widodo on July 15, 2018."
Watu Lumbung,Yogyakarta,-7.9924379,110.317778,"The location of the Watu Lumbung Education Village in the hilly area is filled with teak trees, making the ranking of this place very beautiful.Watu Lumbung was conceptualized by M Boy Rifai as a place that taught educational values, where Boy Rifai had succeeded in juggling barren land that was once left alone, is now an exotic place to enjoy the night or see sunset and sunrise.To maintain the beauty in the area around the tourist attractions in deliberately building this area as a tourist area that is in harmony with nature."
Air Terjun Kedung Pedut,Yogyakarta,-7.7699875,110.1210707,"Kedung Pedut Waterfall or commonly called Kedung Pedut waterfall comes from Javanese terms.Curug which means waterfall, Kedung means pool or pool, and pedut means fog.Kedung Pedut Waterfall is one of the natural attractions in Kulonprogo which is known for the beauty of the color of the water."
Puncak Kebun Buah Mangunan,Yogyakarta,-7.9413718,110.4247345,"Vacationing in the mountains is fun.Can enjoy the cool air and beautiful scenery from the hills.Tourism like this can be enjoyed in Bantul, precisely in the Mangunan Fruit Garden.Luckily Jogja was blessed with a beautiful landscape.There are beaches, mountains, hills, and cities and culture that are very interesting.Mangunan Fruit Garden is present as a tourist attraction that is so attractive to tourists.Especially in the morning, the view is like a country above the clouds."
Desa Wisata Gamplong,Yogyakarta,-7.8055232,110.2374676,"Gamplong Tourism Village is a weaving craft tourist village located in Padukuhan Gamplong Sumber Rahayu Village, Moyudan District, Sleman Regency, Yogyakarta.The tourist village, which is located in the west of the city of Yogyakarta, is quite interesting to visit tourists especially because there is still a traditional weaving industry using a non -machine loom (ATBM).With ATBM, Gamplong crafters are able to produce woven fabrics as stagen material (long cloth for wrapped around a woman's stomach).In addition to weaving crafts, crafters are also able to produce woven crafts for souvenirs."
Kawasan Wisata Sosrowijayan,Yogyakarta,-7.7916235,110.361956,"Sosrowijayan tourist attractions are indeed known as Kampung Bule Tourism, its own location is in the center of Yogyakarta so that almost every day in this location there are many very congested visitors.For those of you who want to visit here, you have to use a vehicle because from the direction of Tugu Station you just have to walk for 200 meters then you will immediately find the Sosrowijayan area that has a sign that is a small road to the west of the same name.Sosrowijayan's unique tourism divided two regions, namely Sosrowijayan Wetan and Sosrowijayan Kulon and became a liaison between Jalan Jogonegaran and Malioboro Street.However, for Sosrowijayan Wetan who is currently immediately famous to the world and is known as the second tourist village in Yogyakarta after Prawirotaman.Because it is called Kampung Bule, even here you will see a lot of tourists from foreign countries who enjoy the night atmosphere in Yogyakarta.You can also see two rotten pieces like the one in the Prawirotaman area when entering and first.In this area many books are sold such as English -language novels, Indonesian small books, and some quality books and will certainly provide education for their readers."
